category,scientific_name,common_names,conservation_status
Amphibian,Plethodon websteri,Webster's Salamander,Safe
Amphibian,Pseudotriton,"Mud Salamanders, Red Salamanders, Red Salamanders &Amp; Mud Salamanders",Safe
Amphibian,Pseudotriton montanus,Mud Salamander,Safe
Amphibian,Pseudotriton montanus diastictus,Midland Mud Salamander,Safe
Amphibian,Pseudotriton montanus montanus,Eastern Mud Salamander,Safe
Amphibian,Pseudotriton ruber nitidus,Blue Ridge Red Salamander,Safe
Amphibian,Pseudotriton ruber ruber,Northern Red Salamander,Safe
Amphibian,Pseudotriton ruber schencki,Blackchin Red Salamander,Safe
Amphibian,Necturus maculosus maculosus,Mudpuppy,Safe
Amphibian,Notophthalmus viridescens viridescens,Eastern Red-Spotted Newt,Safe
Fish,Labidesthes sicculus,Brook Silverside,Safe
Fish,Dorosoma cepedianum,Gizzard Shad,Safe
Fish,Catostomus commersoni,White Sucker,Safe
Fish,Hypentelium nigricans,Northern Hog Sucker,Safe
Fish,Moxostoma carinatum,River Redhorse,Safe
Fish,Moxostoma duquesnei,Black Redhorse,Safe
Fish,Moxostoma erythrurum,Golden Redhorse,Safe
Fish,Moxostoma macrolepidotum,Shorthead Redhorse,Safe
Fish,Campostoma anomalum,Central Stoneroller,Safe
Fish,Campostoma oligolepis,Largescale Stoneroller,Safe
Fish,Carassius auratus,Goldfish,Safe
Fish,Clinostomus funduloides,Rosyside Dace,Safe
Fish,Clinostomus sp. 1,Smoky Dace,Safe
Fish,Cyprinella galactura,Whitetail Shiner,Safe
Fish,Cyprinella galacturus,Whitetail Shiner,Safe
Fish,Cyprinella spiloptera,Spotfin Shiner,Safe
Fish,Cyprinella spilopterus,Spotfin Shiner,Safe
Fish,Cyprinella venusta,Blacktail Shiner,Safe
Fish,Cyprinella venustus,Blacktail Shiner,Safe
Fish,Cyprinus carpio,Common Carp,Safe
Fish,Erimonax monachus,Spotfin Chub,Threatened
Fish,Hemitremia flammea,Flame Chub,Species of Concern
Fish,Hybopsis amblops,Bigeye Chub,Safe
Fish,Luxilus chrysocephalus,Striped Shiner,Safe
Fish,Luxilus coccogenis,Warpaint Shiner,Safe
Fish,Luxilus cornutus,Common Shiner,Safe
Fish,Lythrurus lirus,Mountain Shiner,Safe
Fish,Nocomis micropogon,River Chub,Safe
Fish,Notropis atherinoides,Emerald Shiner,Safe
Fish,Notropis baileyi,Rough Shiner,Safe
Fish,Notropis leuciodus,Tennessee Shiner,Safe
Fish,Notropis photogenis,Silver Shiner,Safe
Fish,Notropis rubellus,Rosyface Shiner,Safe
Fish,Notropis rubricroceus,Saffron Shiner,Safe
Fish,Notropis spectrunculus,Mirror Shiner,Safe
Fish,Notropis telescopus,Telescope Shiner,Safe
Fish,Notropis volucellus,Mimic Shiner,Safe
Fish,Phenacobius catostomus,Riffle Minnow,Safe
Fish,Phenacobius crassilabrum,Fatlips Minnow,Safe
Fish,Phenacobius uranops,Stargazing Minnow,Safe
Fish,Phoxinus oreas,Mountain Redbelly Dace,Safe
Fish,Phoxinus tennesseensis,Tennessee Dace,Safe
Fish,Rhinichthys cataractae,Longnose Dace,Safe
Fish,Rhinichthys obtusus,Western Blacknose Dace,Safe
Fish,Semotilus atromaculatus,Creek Chub,Safe
Fish,Fundulus catenatus,Northern Studfish,Safe
Fish,Gambusia affinis,"Mosquitofish, Western Mosquitofish",Safe
Fish,Gambusia holbrooki,Eastern Mosquitofish,Safe
Fish,Esox masquinongy,Muskellunge,Safe
Fish,Ambloplites rupestris,Rock Bass,Safe
Fish,Lepomis auritus,Redbreast Sunfish,Safe
Fish,Lepomis cyanellus,Green Sunfish,Safe
Fish,Lepomis gibbosus,Pumpkinseed,Safe
Fish,Lepomis gulosus,Warmouth,Safe
Fish,Lepomis humilis,Orangespotted Sunfish,Safe
Fish,Lepomis macrochirus,Bluegill,Safe
Fish,Lepomis megalotis,Longear Sunfish,Safe
Fish,Lepomis microlophus,Redear Sunfish,Safe
Fish,Micropterus dolomieu,Smallmouth Bass,Safe
Fish,Micropterus punctulatus,Spotted Bass,Safe
Fish,Micropterus salmoides,Largemouth Bass,Safe
Fish,Pomoxis nigromaculatus,Black Crappie,Safe
Fish,Morone chrysops,White Bass,Safe
Fish,Etheostoma blennioides,Greenside Darter,Safe
Fish,Etheostoma camurum,Bluebreast Darter,Safe
Fish,Etheostoma chlorobranchium,Greenfin Darter,Safe
Fish,Etheostoma flabellare,Fantail Darter,Safe
Fish,Etheostoma gutselli,Tuckasegee Darter,Safe
Fish,Etheostoma jessiae,Blueside Darter,Safe
Fish,Etheostoma maculatum,Spotted Darter,Safe
Fish,Etheostoma percnurum,Duskytail Darter,Endangered
Fish,Etheostoma rufilineatum,Redline Darter,Safe
Fish,Etheostoma sanguifluum,"Bloodfin Darter, Spotted Darter",Safe
Fish,Etheostoma simoterum,"Snubnose Darter, Tennessee Snubnose Darter",Safe
Fish,Etheostoma stigmaeum,Speckled Darter,Safe
Fish,Etheostoma swannanoa,Swannanoa Darter,Safe
Fish,Etheostoma vulneratum,Wounded Darter,Safe
Fish,Etheostoma zonale,Banded Darter,Safe
Fish,Perca flavescens,Yellow Perch,Safe
Fish,Percina aurantiaca,Tangerine Darter,Safe
Fish,Percina burtoni,Blotchside Darter,Species of Concern
Fish,Percina caprodes,Logperch,Safe
Fish,Percina evides,Gilt Darter,Safe
Fish,Percina squamata,Olive Darter,Species of Concern
Fish,Stizostedion canadense,Sauger,Safe
Fish,Stizostedion vitreum,Walleye,Safe
Fish,Aplodinotus grunniens,Freshwater Drum,Safe
Fish,Ichthyomyzon castaneus,Chestnut Lamprey,Safe
Fish,Ichthyomyzon greeleyi,Mountain Brook Lamprey,Safe
Fish,Lampetra appendix,American Brook Lamprey,Safe
Fish,Oncorhynchus mykiss,Rainbow Trout,Safe
Fish,Salmo trutta,Brown Trout,Safe
Fish,Salvelinus fontinalis,Brook Trout,Safe
Fish,Cottus bairdi,Mottled Sculpin,Safe
Fish,Cottus carolinae,Banded Sculpin,Safe
Fish,Lepisosteus osseus,Longnose Gar,Safe
Fish,Ameiurus melas,Black Bullhead,Safe
Fish,Ameiurus natalis,Yellow Bullhead,Safe
Fish,Ictalurus furcatus,Blue Catfish,Safe
Fish,Ictalurus punctatus,Channel Catfish,Safe
Fish,Noturus baileyi,Smoky Madtom,Endangered
Fish,Noturus flavipinnis,Yellowfin Madtom,Threatened
Fish,Noturus flavus,Stonecat,Safe
Fish,Pylodictis olivaris,Flathead Catfish,Safe
Vascular Plant,Acorus calamus,Sweetflag,Safe
Vascular Plant,Alisma subcordatum,Water-Plantain,Safe
Vascular Plant,Sagittaria australis,Longbeak Arrowhead,Safe
Vascular Plant,Sagittaria latifolia var. pubescens,Broad-Leaved Arrowhead,Safe
Vascular Plant,Arisaema dracontium,Green Dragon,Safe
Vascular Plant,Arisaema triphyllum ssp. quinatum,Jack In The Pulpit,Safe
Vascular Plant,Arisaema triphyllum ssp. triphyllum,Jack In The Pulpit,Safe
Vascular Plant,Lemna minuta,Least Duckweed,Safe
Vascular Plant,Lemna valdiviana,"Duckweed, Pale Duckweed",Safe
Vascular Plant,Peltandra virginica,"Arrow Arum, Green Arrow-Arum",Safe
Vascular Plant,Wolffia brasiliensis,Brazilian Watermeal,Safe
Vascular Plant,Elodea nuttallii,Western Waterweed,Safe
Vascular Plant,Najas guadalupensis,Southern Waternymph,Safe
Vascular Plant,Najas minor,Brittle Waternymph,Safe
Vascular Plant,Potamogeton amplifolius,"Broad-Leaved Pondweed, Large-Leaf Pondweed",Safe
Vascular Plant,Potamogeton diversifolius,Waterthread Pondweed,Safe
Vascular Plant,Potamogeton epihydrus,"Nuttall Pondweed, Ribbonleaf Pondweed",Safe
Vascular Plant,Potamogeton nodosus,Longleaf Pondweed,Safe
Vascular Plant,Potamogeton pulcher,Spotted Pondweed,Safe
Vascular Plant,Tofieldia glabra,"Smooth Bog-Asphodel, Smooth Tofieldia",Species of Concern
Vascular Plant,Aegopodium podagraria,"Bishops Goutweed, Old Man's Beard",Safe
Vascular Plant,Ammoselinum butleri,Butler's Sandparsley,Safe
Vascular Plant,Angelica atropurpurea,Purplestem Angelica,Safe
Vascular Plant,Angelica triquinata,Filmy Angelica,Safe
Vascular Plant,Angelica venenosa,Hairy Angelica,Safe
Vascular Plant,Bupleurum rotundifolium,Hare's Ear,Safe
Vascular Plant,Carum carvi,Caraway,Safe
Vascular Plant,Chaerophyllum procumbens,Spreading Chervil,Safe
Vascular Plant,Chaerophyllum tainturieri var. tainturieri,Wild Chervil,Safe
Vascular Plant,Cicuta maculata,"Spotted Cowbane, Spotted Water-Hemlock",Safe
Vascular Plant,Conium maculatum,Poison Hemlock,Safe
Vascular Plant,Cryptotaenia canadensis,"Canada Honewort, Honewort",Safe
Vascular Plant,Daucus carota,"Queen Anne's Lace, Wild Carrot",Safe
Vascular Plant,Erigenia bulbosa,Harbinger Of Spring,Safe
Vascular Plant,Eryngium integrifolium,Blueflower Eryngo,Safe
Vascular Plant,Eryngium prostratum,"Prostrate Eryngo, Rattlesnake-Master",Safe
Vascular Plant,Eryngium yuccifolium,Rattlesnake-Master,Safe
Vascular Plant,Foeniculum vulgare,Sweet Fennel,Safe
Vascular Plant,Heracleum lanatum,Masterwort,Safe
Vascular Plant,Heracleum maximum,Common Cowparsnip,Safe
Vascular Plant,Ligusticum canadense,"Loveage, Nondo Lovage",Safe
Vascular Plant,Osmorhiza claytonii,"Hairy Sweet-Cicely, Sweet Cicely",Safe
Vascular Plant,Osmorhiza longistylis,"Long-Styled Anise-Root, Smoother Sweet-Cicely",Safe
Vascular Plant,Oxypolis rigidior,Stiff Cowbane,Safe
Vascular Plant,Pastinaca sativa,"Parsnip, Wild Parsnip",Safe
Vascular Plant,Sanicula canadensis,"Canada Black Snakeroot, Short-Styled Sanicle",Safe
Vascular Plant,Sanicula marilandica,"Black Snakeroot, Black Snake-Root",Safe
Vascular Plant,Sanicula odorata,"Sanicle, Black Snakeroot",Safe
Vascular Plant,Sanicula smallii,"Mall's Black Snakeroot, Small's Sanicle",Safe
Vascular Plant,Sanicula trifoliata,"Large-Fruited Sanicle, Trifoliate Black Snakeroot",Safe
Vascular Plant,Taenidia integerrima,"Yellow Pimpernel, Yellow Pimpernell",Safe
Vascular Plant,Thaspium barbinode,"Hairy-Jointed Meadow-Parsnip, Meadow-Parsnip",Safe
Vascular Plant,Thaspium pinnatifidum,"Cutleaf Meadowparsnip, Mountain Thaspium",Safe
Vascular Plant,Thaspium trifoliatum,Purple Meadowparsnip,Safe
Vascular Plant,Thaspium trifoliatum var. aureum,"Purple Meadow-Parsnip, Yellow Meadow-Parsnip",Safe
Vascular Plant,Thaspium trifoliatum var. trifoliatum,Purple Meadow-Parsnip,Safe
Vascular Plant,Torilis arvensis,Spreading Hedgeparsley,Safe
Vascular Plant,Torilis japonica,"Erect Hedge-Parsley, Hedge-Parsley",Safe
Vascular Plant,Zizia aptera,Golden Alexanders,Safe
Vascular Plant,Zizia aurea,Golden Zizia,Safe
Vascular Plant,Zizia trifoliata,"Meadow Alexanders, Three-Leaved Golden Alexanders",Species of Concern
Vascular Plant,Aralia nudicaulis,Wild Sarsaparilla,Safe
Vascular Plant,Aralia racemosa,"American Spikenard, Wild Spikenard",Safe
Vascular Plant,Aralia spinosa,"Devil's Walking Stick, Hercules Club",Safe
Vascular Plant,Hedera helix,English Ivy,Safe
Vascular Plant,Hydrocotyle americana,"American Water-Pennywort, Water-Pennywort",Safe
Vascular Plant,Hydrocotyle sibthorpioides,"Lawn Penny-Wort, Lawn Water-Penny-Wort",Safe
Vascular Plant,Panax quinquefolius,Ginseng,Safe
Vascular Plant,Panax trifolius,Dwarf Ginseng,Safe
Vascular Plant,Ilex ambigua,Beadle's Holly,Safe
Vascular Plant,Ilex collina,"Appalachian Holly, Long-Stalked Holly",Safe
Vascular Plant,Ilex montana,Mountain Holly,Safe
Vascular Plant,Ilex opaca,American Holly,Safe
Vascular Plant,Ilex verticillata,"Black Holly, Winterberry",Safe
Vascular Plant,Allium ampeloprasum,"Garlic, Wild Leek",Safe
Vascular Plant,Allium burdickii,"White-Stemmed Ramps, Leeks",Safe
Vascular Plant,Allium canadense,"Meadow Onion, Wild Garlic",Safe
Vascular Plant,Allium cernuum var. cernuum,Nodding Onion,Safe
Vascular Plant,Allium tricoccum,"Ramps, Wild Leeks, Small White Leek",Safe
Vascular Plant,Allium vineale,Field Garlic,Safe
Vascular Plant,Hymenocallis caroliniana,Carolina Spiderlily,Safe
Vascular Plant,Lycoris radiata,Magic Lily,Safe
Vascular Plant,Narcissus poeticus,Poet's Narcissus,Safe
Vascular Plant,Narcissus pseudonarcissus,"Commom Daffodil, Daffodil",Safe
Vascular Plant,Nothoscordum bivalve,Crowpoison,Safe
Vascular Plant,Asparagus officinalis,"Garden Asparagus-Fern, Wild Asparagus",Safe
Vascular Plant,Convallaria majalis,"European Lily-Of-The-Valley, Lily-Of-The-Valley",Safe
Vascular Plant,Convallaria majuscula,Convallaria,Safe
Vascular Plant,Convallaria montana,"American Lily-Of-The-Valley, Wild Lily-Of-The-Valley",Safe
Vascular Plant,Hosta lancifolia,Hosta,Safe
Vascular Plant,Liriope spicatum,Liriope,Safe
Vascular Plant,Maianthemum canadense,Canada Mayflower,Safe
Vascular Plant,Maianthemum racemosum ssp. racemosum,Feather Solomon's Seal,Safe
Vascular Plant,Manfreda virginica,False Aloe,Safe
Vascular Plant,Muscari botryoides,"Common Grape-Hyacinth, Grape Hyacinth",Safe
Vascular Plant,Muscari comosum,Tassel Grapehyacinth,Safe
Vascular Plant,Polygonatum biflorum,"Common Solomon's-Seal, King Solomon's Seal",Safe
Vascular Plant,Polygonatum biflorum var. biflorum,"King Solomon's Seal, Smooth Solomon's Seal",Safe
Vascular Plant,Polygonatum biflorum var. commutatum,Great Solomon's Seal,Safe
Vascular Plant,Polygonatum pubescens,"Downy Solomon's-Seal, Hairy Solomon's Seal",Safe
Vascular Plant,Yucca filamentosa,Adam's-Needle,Safe
Vascular Plant,Hypoxis hirsuta,"Eastern Yellow Star Grass, Yellow Star Grass",Safe
Vascular Plant,Belamcanda chinensis,Blackberry Lily,Safe
Vascular Plant,Gladiolus X gandavensis,Gladiolus,Safe
Vascular Plant,Iris cristata,Crested Dwarf Iris,Safe
Vascular Plant,Iris laevigata,Garden Iris,Safe
Vascular Plant,Iris pseudacorus,Yellow European Iris,Safe
Vascular Plant,Iris verna var. smalliana,Dwarf Violet Iris,Safe
Vascular Plant,Iris virginica var. shrevei,"Blue Flag, Southern Blueflag",Safe
Vascular Plant,Sisyrinchium albidum,White Blueeyed Grass,Safe
Vascular Plant,Sisyrinchium angustifolium,"Blue-Eyed Grass, Pointed Blue-Eyed-Grass",Safe
Vascular Plant,Sisyrinchium atlanticum,"Atlantic Blue-Eyed Grass, Eastern Blue-Eyed-Grass",Safe
Vascular Plant,Sisyrinchium mucronatum,"Blue-Eyed Grass, Michaux Blue-Eyed-Grass",Safe
Vascular Plant,Aplectrum hyemale,"Adam-And-Eve Orchid, Puttyroot",Safe
Vascular Plant,Calopogon tuberosus var. tuberosus,Tuberous Grasspink,Safe
Vascular Plant,Cleistes bifaria,Cleistes,Safe
Vascular Plant,Cleistes divaricata,Spreading Pogonia,Safe
Vascular Plant,Coeloglossum viride var. virescens,"Longbract Frog Orchid, Long-Bract Green Orchis",Safe
Vascular Plant,Corallorhiza maculata,"Spotted Coralroot, Summer Coralroot",Safe
Vascular Plant,Corallorhiza odontorhiza,Autumn Coral-Root,Safe
Vascular Plant,Corallorhiza wisteriana,"Coral Root, Spring Coralroot",Safe
Vascular Plant,Corallorrhiza maculata,"Spotted Coralroot, Summer Coralroot",Safe
Vascular Plant,Corallorrhiza odontorhiza,Autumn Coral-Root,Safe
Vascular Plant,Corallorrhiza wisteriana,Spring Coralroot,Safe
Vascular Plant,Cypripedium acaule,"Pink Lady's Slipper, Pink Lady's-Slipper",Safe
Vascular Plant,Cypripedium parviflorum var. pubescens,Greater Yellow Lady's Slipper,Safe
Vascular Plant,Epipactis helleborine,Helleborine,Safe
Vascular Plant,Galearis spectabilis,"Showy Orchid, Showy Orchis",Safe
Vascular Plant,Goodyera pubescens,Downy Rattlesnake-Plantain,Safe
Vascular Plant,Hexalectris spicata,Crested Coralroot,Safe
Vascular Plant,Isotria medeoloides,Small Whorled Pogonia,Threatened
Vascular Plant,Isotria verticillata,"Large Whorled Pogonia, Whorled Pogonia",Safe
Vascular Plant,Liparis liliifolia,"Large Twayblade, Lily-Leaved Twayblade",Safe
Vascular Plant,Liparis loeselii,"Fen Orchid, Fen Orchis",Safe
Vascular Plant,Listera smallii,"Kidney-Leaf Twayblade, Small's Twayblade",Safe
Vascular Plant,Malaxis unifolia,"Adder's Mouth, Green Adder's-Mouth",Safe
Vascular Plant,Platanthera ciliaris,"Yellow-Fringe Orchis, Yellow-Fringed Orchid",Safe
Vascular Plant,Platanthera clavellata,"Green Woodland Orchid, Small Green Woodland Orchis",Safe
Vascular Plant,Platanthera flava var. flava,Palegreen Orchid,Safe
Vascular Plant,Platanthera flava var. herbiola,Palegreen Orchid,Safe
Vascular Plant,Platanthera grandiflora,"Large Purple-Fringe Orchis, Larger Purple-Fringed Orchid",Safe
Vascular Plant,Platanthera lacera,"Green-Fringe Orchis, Green-Fringed Orchid",Safe
Vascular Plant,Platanthera peramoena,Purple Fringeless Orchid,Safe
Vascular Plant,Platanthera psycodes,"Small Purple-Fringe Orchis, Small Purple-Fringed Orchid",Safe
Vascular Plant,Pogonia ophioglossoides,"Pogonia, Rose Pogonia",Safe
Vascular Plant,Spiranthes cernua,"Nodding Ladies'-Tresses, Nodding Lady's Tresses",Safe
Vascular Plant,Spiranthes lacera var. gracilis,Slender Lady's Tresses,Safe
Vascular Plant,Spiranthes ochroleuca,"Yellow Nodding Ladies'-Tresses, Yellow Nodding Lady's Tresses",Safe
Vascular Plant,Spiranthes ovalis,"Lesser Ladies'-Tresses, October Ladiestresses",Safe
Vascular Plant,Spiranthes tuberosa,"Little Ladies'-Tresses, Little Lady's Tresses",Safe
Vascular Plant,Spiranthes vernalis,"Early Lady's Tresses, Grassleaf Ladies'-Tresses",Safe
Vascular Plant,Tipularia discolor,"Cranefly Orchid, Crippled Cranefly",Safe
Vascular Plant,Triphora trianthophora,Nodding Pogonia,Safe
Vascular Plant,Hemerocallis fulva,"Orange Daylily, Orange Day-Lily",Safe
Vascular Plant,Hemerocallis lilioasphodelus,Yellow Day-Lily,Safe
Vascular Plant,Achillea millefolium var. occidentalis,Yarrow,Safe
Vascular Plant,Ageratina altissima,White Snakeroot,Safe
Vascular Plant,Ageratina altissima var. altissima,White Snakeroot,Safe
Vascular Plant,Ageratina altissima var. roanensis,White Snakeroot,Safe
Vascular Plant,Ageratina aromatica var. aromatica,Lesser Snakeroot,Safe
Vascular Plant,Ambrosia artemisiifolia,"Annual Ragweed, Common Ragweed",Safe
Vascular Plant,Ambrosia bidentata,Lanceleaf Ragweed,Safe
Vascular Plant,Ambrosia trifida,"Giant Ragweed, Great Ragweed",Safe
Vascular Plant,Antennaria neglecta,"Field Pussy Toes, Field Pussytoes",Safe
Vascular Plant,Antennaria parlinii ssp. fallax,Parlin's Pussytoes,Safe
Vascular Plant,Antennaria plantaginifolia,"Plantain-Leaf Pussytoes, Plantain-Leaved Pussy Toes",Safe
Vascular Plant,Antennaria solitaria,"Single-Head Pussytoes, Solitary Pussy Toes",Safe
Vascular Plant,Anthemis arvensis,"Corn Camomile, Corn-Chamomile",Safe
Vascular Plant,Anthemis cotula,"Mayweed, Stinking Chamomile",Safe
Vascular Plant,Arctium minus,"Lesser Burdock, Lesser Burrdock",Safe
Vascular Plant,Arnoglossum atriplicifolium,"Armoglossum, Pale Indian-Plantain",Safe
Vascular Plant,Arnoglossum muehlenbergii,"Great Indian-Plantain, Muhlenberg's Cacalia",Safe
Vascular Plant,Artemisia abrotanum,Southernwood,Safe
Vascular Plant,Artemisia ludoviciana ssp. mexicana,White Sage,Safe
Vascular Plant,Artemisia vulgaris,"Common Mugwort, Common Wormwood",Safe
Vascular Plant,Aster patens var. patens,Late Purple Aster,Safe
Vascular Plant,Aster retroflexus,Curtis? Aster,Safe
Vascular Plant,Aster tataricus,"Tartar Aster, Tartarian Aster",Safe
Vascular Plant,Bidens aristosa,Stick-Tight,Safe
Vascular Plant,Bidens bipinnata,Spanish-Needles,Safe
Vascular Plant,Bidens cernua,"Nodding Beggar-Ticks, Stick-Tight",Safe
Vascular Plant,Bidens frondosa,"Begger Ticks, Devil's Beggar-Ticks",Safe
Vascular Plant,Bidens tripartita,"Stick-Tight, Three-Lobe Beggar-Ticks",Safe
Vascular Plant,Bidens vulgata,Big Devils Beggartick,Safe
Vascular Plant,Brickellia eupatorioides var. eupatorioides,False Boneset,Safe
Vascular Plant,Cacalia atriplicifolia,Pale Indian-Plantain,Safe
Vascular Plant,Cacalia muhlenbergii,Great Indian-Plantain,Safe
Vascular Plant,Carduus acanthoides,Spiny Plumeless Thistle,Safe
Vascular Plant,Carduus nutans,Musk Thistle,Safe
Vascular Plant,Centaurea biebersteinii,Spotted Knapweed,Safe
Vascular Plant,Centaurea cyanus,"Batchelor's Button, Corn-Flower",Safe
Vascular Plant,Centaurea nigra,Lesser Knapweed,Safe
Vascular Plant,Chamomilla suaveolens,Pineappleweed,Safe
Vascular Plant,Chrysopsis mariana,Maryland Golden Aster,Safe
Vascular Plant,Cichorium intybus,"Chickory, Chicory",Safe
Vascular Plant,Cirsium,Thistle,Safe
Vascular Plant,Cirsium altissimum,Tall Thistle,Safe
Vascular Plant,Cirsium arvense,"Crepping Thistle, Canada Thistle",Safe
Vascular Plant,Cirsium carolinianum,Carolina Thistle,Safe
Vascular Plant,Cirsium discolor,"Field Thistle, Thistle",Safe
Vascular Plant,Cirsium muticum,Swamp Thistle,Safe
Vascular Plant,Cirsium vulgare,Bull Thistle,Safe
Vascular Plant,Conoclinium coelestinum,Blue Mistflower,Safe
Vascular Plant,Conyza canadensis,Horse-Weed,Safe
Vascular Plant,Coreopsis auriculata,"Auricled Tickseed, Lobed Tickseed",Safe
Vascular Plant,Coreopsis lanceolata,Lanceleaf Tickseed,Safe
Vascular Plant,Coreopsis major,Wood Tickseed,Safe
Vascular Plant,Coreopsis pubescens,"Hairy Tickseed, Star Tickseed",Safe
Vascular Plant,Coreopsis tinctoria,"Coreopsis, Golden Tickseed",Safe
Vascular Plant,Coreopsis tripteris,Tall Tickseed,Safe
Vascular Plant,Cosmos bipinnatus,Garden Cosmos,Safe
Vascular Plant,Cosmos sulphureus,Sulphur Cosmos,Safe
Vascular Plant,Crepis capillaris,"Hawk's Beard, Smooth Hawksbeard",Safe
Vascular Plant,Crepis pulchra,Hawk's Beard,Safe
Vascular Plant,Doellingeria infirma,Cornel-Leaf Whitetop,Safe
